RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
4455,Number,15641312,Number,Paterson,String,615,Number,France,String,Male,String,36,Number,6,Number,0,Number,1,Number,1,Number,1,Number,27011.8,Number,1,Number
4456,Number,15782531,Number,Chou,String,684,Number,Spain,String,Female,String,31,Number,8,Number,0,Number,2,Number,1,Number,0,Number,188637.05,Number,0,Number
4457,Number,15724428,Number,Abel,String,544,Number,France,String,Male,String,40,Number,8,Number,0,Number,2,Number,1,Number,0,Number,61581.2,Number,0,Number
4458,Number,15743617,Number,Chesnokova,String,713,Number,Germany,String,Male,String,47,Number,1,Number,95994.98,Number,1,Number,1,Number,0,Number,197529.23,Number,0,Number
4459,Number,15585839,Number,Niu,String,633,Number,France,String,Male,String,37,Number,2,Number,0,Number,2,Number,1,Number,0,Number,182258.17,Number,0,Number
4460,Number,15658158,Number,Sullivan,String,672,Number,Germany,String,Female,String,23,Number,10,Number,110741.56,Number,1,Number,1,Number,0,Number,80778.5,Number,0,Number
4461,Number,15637678,Number,Ma,String,661,Number,France,String,Male,String,35,Number,5,Number,0,Number,1,Number,1,Number,0,Number,155394.52,Number,0,Number
4462,Number,15701809,Number,Cavill,String,749,Number,Spain,String,Female,String,28,Number,3,Number,0,Number,1,Number,1,Number,0,Number,3408.7,Number,0,Number
4463,Number,15676937,Number,Nicholls,String,635,Number,Spain,String,Female,String,32,Number,8,Number,0,Number,2,Number,1,Number,1,Number,19367.98,Number,1,Number
4464,Number,15778975,Number,Nnonso,String,850,Number,Germany,String,Female,String,70,Number,1,Number,96947.58,Number,3,Number,1,Number,0,Number,62282.99,Number,1,Number
4465,Number,15710375,Number,Gibson,String,641,Number,France,String,Male,String,41,Number,6,Number,0,Number,2,Number,1,Number,0,Number,65396.79,Number,0,Number
4466,Number,15579914,Number,Garcia,String,633,Number,Germany,String,Male,String,30,Number,2,Number,109786.82,Number,2,Number,1,Number,1,Number,139712.81,Number,0,Number
4467,Number,15595160,Number,Renwick,String,413,Number,Spain,String,Male,String,35,Number,2,Number,0,Number,2,Number,1,Number,1,Number,60972.84,Number,0,Number
4468,Number,15595391,Number,Norris,String,538,Number,France,String,Male,String,31,Number,1,Number,0,Number,2,Number,1,Number,0,Number,1375.46,Number,0,Number
4469,Number,15630363,Number,Nkemakonam,String,437,Number,France,String,Female,String,39,Number,0,Number,102721.49,Number,1,Number,0,Number,0,Number,22191.82,Number,0,Number
4470,Number,15692443,Number,Piccio,String,612,Number,Spain,String,Male,String,33,Number,5,Number,69478.57,Number,1,Number,1,Number,0,Number,8973.67,Number,1,Number
4471,Number,15593795,Number,Linton,String,516,Number,Germany,String,Female,String,53,Number,1,Number,156674.2,Number,1,Number,1,Number,0,Number,118502.34,Number,1,Number
4472,Number,15642824,Number,Onyekaozulu,String,826,Number,Spain,String,Female,String,56,Number,8,Number,174506.1,Number,2,Number,0,Number,1,Number,161802.82,Number,1,Number
4473,Number,15683524,Number,Tobenna,String,660,Number,Germany,String,Female,String,23,Number,6,Number,166070.48,Number,2,Number,0,Number,0,Number,90494.72,Number,0,Number
4474,Number,15713532,Number,Wang,String,646,Number,Germany,String,Female,String,29,Number,4,Number,105957.44,Number,1,Number,1,Number,0,Number,15470.91,Number,0,Number
4475,Number,15719827,Number,O'Donnell,String,767,Number,France,String,Male,String,36,Number,3,Number,0,Number,1,Number,0,Number,0,Number,65147.27,Number,0,Number
4476,Number,15578435,Number,Langlands,String,640,Number,France,String,Male,String,40,Number,8,Number,110340.68,Number,1,Number,1,Number,1,Number,157886.6,Number,0,Number
4477,Number,15723028,Number,Smith,String,778,Number,France,String,Male,String,33,Number,1,Number,0,Number,2,Number,1,Number,0,Number,85439.73,Number,0,Number
4478,Number,15595609,Number,Sykes,String,679,Number,Germany,String,Male,String,52,Number,9,Number,135870.01,Number,2,Number,0,Number,0,Number,54038.62,Number,0,Number
4479,Number,15622443,Number,Marshall,String,549,Number,France,String,Male,String,31,Number,4,Number,0,Number,2,Number,0,Number,1,Number,25684.85,Number,0,Number
4480,Number,15579112,Number,Gibson,String,598,Number,France,String,Male,String,47,Number,2,Number,0,Number,2,Number,1,Number,1,Number,186116.54,Number,0,Number
4481,Number,15648479,Number,Stephenson,String,655,Number,France,String,Female,String,45,Number,0,Number,0,Number,2,Number,1,Number,0,Number,166830.71,Number,0,Number
4482,Number,15659234,Number,Y?,String,494,Number,France,String,Male,String,30,Number,3,Number,85704.95,Number,1,Number,0,Number,1,Number,27886.06,Number,0,Number
4483,Number,15811970,Number,Kang,String,653,Number,France,String,Female,String,42,Number,1,Number,0,Number,2,Number,1,Number,1,Number,5768.32,Number,0,Number
4484,Number,15774192,Number,Miller,String,539,Number,Germany,String,Female,String,38,Number,8,Number,105435.74,Number,1,Number,0,Number,0,Number,80575.44,Number,1,Number
4485,Number,15595136,Number,Kryukov,String,645,Number,France,String,Female,String,37,Number,1,Number,0,Number,2,Number,1,Number,1,Number,68987.55,Number,0,Number
4486,Number,15630580,Number,Y?,String,751,Number,Germany,String,Male,String,34,Number,9,Number,108513.25,Number,2,Number,1,Number,1,Number,27097.82,Number,0,Number
4487,Number,15660646,Number,Fanucci,String,528,Number,France,String,Male,String,35,Number,3,Number,156687.1,Number,1,Number,1,Number,0,Number,199320.77,Number,0,Number
4488,Number,15614365,Number,Lombardi,String,696,Number,Germany,String,Male,String,31,Number,3,Number,150604.52,Number,1,Number,0,Number,0,Number,5566.6,Number,0,Number
4489,Number,15776128,Number,Hs?,String,716,Number,France,String,Female,String,44,Number,6,Number,155114.9,Number,1,Number,0,Number,0,Number,133871.83,Number,0,Number
4490,Number,15787035,Number,Anderson,String,602,Number,France,String,Female,String,35,Number,8,Number,0,Number,2,Number,1,Number,1,Number,152843.53,Number,0,Number
4491,Number,15792646,Number,Trentino,String,647,Number,Spain,String,Female,String,64,Number,1,Number,91216,Number,1,Number,1,Number,1,Number,41800.18,Number,0,Number
4492,Number,15726832,Number,Donnelly,String,850,Number,Germany,String,Male,String,61,Number,3,Number,141784.02,Number,1,Number,1,Number,1,Number,92053.75,Number,0,Number
4493,Number,15773260,Number,Tsou,String,590,Number,France,String,Female,String,32,Number,0,Number,127763.24,Number,1,Number,1,Number,0,Number,100717.54,Number,0,Number
4494,Number,15624437,Number,Johnson,String,825,Number,Spain,String,Female,String,32,Number,1,Number,0,Number,2,Number,1,Number,1,Number,42935.15,Number,0,Number
4495,Number,15717138,Number,Watson,String,850,Number,Spain,String,Male,String,31,Number,6,Number,82613.56,Number,2,Number,1,Number,0,Number,149170.92,Number,0,Number
4496,Number,15657317,Number,Allan,String,789,Number,France,String,Female,String,32,Number,7,Number,69423.52,Number,1,Number,1,Number,0,Number,107499.39,Number,0,Number
4497,Number,15626948,Number,Butcher,String,701,Number,France,String,Female,String,42,Number,6,Number,86167.82,Number,1,Number,1,Number,0,Number,153342.38,Number,0,Number
4498,Number,15758901,Number,Henderson,String,713,Number,Spain,String,Female,String,47,Number,1,Number,0,Number,1,Number,1,Number,0,Number,107825.08,Number,1,Number
4499,Number,15777759,Number,Boucaut,String,570,Number,France,String,Male,String,30,Number,2,Number,131406.56,Number,1,Number,1,Number,1,Number,47952.45,Number,0,Number
4500,Number,15773322,Number,Obiajulu,String,536,Number,Germany,String,Female,String,44,Number,4,Number,121898.82,Number,1,Number,0,Number,0,Number,131007.18,Number,0,Number
4501,Number,15697318,Number,Ifeatu,String,771,Number,Germany,String,Male,String,32,Number,9,Number,77487.2,Number,1,Number,0,Number,0,Number,33143.04,Number,0,Number
4502,Number,15678916,Number,Kelly,String,512,Number,France,String,Female,String,75,Number,2,Number,0,Number,1,Number,1,Number,0,Number,123304.62,Number,0,Number
4503,Number,15632118,Number,Pirozzi,String,698,Number,Spain,String,Male,String,45,Number,5,Number,164450.94,Number,1,Number,1,Number,0,Number,141970.02,Number,1,Number
4504,Number,15788118,Number,Siciliano,String,656,Number,France,String,Male,String,33,Number,7,Number,138705.02,Number,2,Number,1,Number,0,Number,37136.15,Number,0,Number
4505,Number,15788930,Number,Silva,String,761,Number,Spain,String,Male,String,37,Number,7,Number,132730.17,Number,1,Number,1,Number,0,Number,199293.01,Number,0,Number
4506,Number,15628583,Number,Iweobiegbunam,String,709,Number,France,String,Female,String,30,Number,5,Number,0,Number,2,Number,0,Number,1,Number,161388.22,Number,0,Number
4507,Number,15635177,Number,Williamson,String,597,Number,Spain,String,Female,String,66,Number,3,Number,0,Number,1,Number,1,Number,1,Number,70532.53,Number,0,Number
4508,Number,15587690,Number,Madueke,String,592,Number,France,String,Male,String,28,Number,2,Number,116498.22,Number,1,Number,1,Number,0,Number,144290.25,Number,0,Number
4509,Number,15627630,Number,Chiagoziem,String,599,Number,France,String,Female,String,41,Number,1,Number,0,Number,2,Number,1,Number,0,Number,96069.82,Number,0,Number
4510,Number,15610930,Number,Kwemto,String,572,Number,Germany,String,Female,String,35,Number,1,Number,139979.07,Number,1,Number,1,Number,0,Number,185662.84,Number,0,Number
4511,Number,15657747,Number,Zito,String,611,Number,Germany,String,Female,String,43,Number,9,Number,127216.31,Number,2,Number,0,Number,1,Number,17913.25,Number,0,Number
4512,Number,15568006,Number,Ukaegbunam,String,634,Number,France,String,Female,String,45,Number,2,Number,0,Number,4,Number,1,Number,0,Number,101039.53,Number,1,Number
4513,Number,15751748,Number,Trevisani,String,666,Number,France,String,Male,String,51,Number,2,Number,148222.65,Number,1,Number,0,Number,0,Number,156953.54,Number,1,Number
4514,Number,15722212,Number,Edmondstone,String,696,Number,France,String,Female,String,41,Number,8,Number,0,Number,2,Number,0,Number,0,Number,28276.83,Number,0,Number
4515,Number,15658670,Number,Chien,String,669,Number,France,String,Female,String,38,Number,8,Number,0,Number,2,Number,1,Number,0,Number,84049.16,Number,0,Number
4516,Number,15761654,Number,Boni,String,726,Number,Spain,String,Male,String,30,Number,8,Number,134152.29,Number,1,Number,1,Number,1,Number,147822.44,Number,0,Number
4517,Number,15812210,Number,Yashina,String,497,Number,Germany,String,Female,String,32,Number,8,Number,111537.23,Number,4,Number,1,Number,1,Number,9497.99,Number,1,Number
4518,Number,15787051,Number,Georg,String,750,Number,Spain,String,Female,String,39,Number,7,Number,119565.92,Number,1,Number,1,Number,0,Number,87067.73,Number,0,Number
4519,Number,15642991,Number,Tung,String,850,Number,Spain,String,Female,String,29,Number,7,Number,0,Number,2,Number,1,Number,0,Number,23237.25,Number,0,Number
4520,Number,15713769,Number,Michelides,String,617,Number,Spain,String,Male,String,38,Number,7,Number,0,Number,1,Number,1,Number,1,Number,27239.28,Number,0,Number
4521,Number,15605826,Number,Korovina,String,652,Number,Germany,String,Male,String,46,Number,10,Number,121063.8,Number,3,Number,1,Number,0,Number,151481.86,Number,1,Number
4522,Number,15648898,Number,Chuang,String,560,Number,Spain,String,Female,String,27,Number,7,Number,124995.98,Number,1,Number,1,Number,1,Number,114669.79,Number,0,Number
4523,Number,15705309,Number,Yuriev,String,629,Number,Spain,String,Male,String,39,Number,5,Number,0,Number,2,Number,0,Number,0,Number,116748.14,Number,0,Number
4524,Number,15734202,Number,Chidimma,String,660,Number,Germany,String,Female,String,52,Number,4,Number,86891.84,Number,1,Number,1,Number,0,Number,90877.76,Number,0,Number
4525,Number,15658852,Number,Stevens,String,676,Number,France,String,Male,String,38,Number,8,Number,0,Number,2,Number,1,Number,1,Number,133692.88,Number,0,Number
4526,Number,15612633,Number,Kao,String,581,Number,Spain,String,Male,String,43,Number,9,Number,78022.61,Number,1,Number,0,Number,1,Number,30662.91,Number,0,Number
4527,Number,15604818,Number,"Edmund la Touche",String,798,Number,France,String,Male,String,34,Number,9,Number,154495.79,Number,1,Number,1,Number,0,Number,191395.88,Number,0,Number
4528,Number,15593900,Number,Belousov,String,705,Number,France,String,Male,String,38,Number,1,Number,189443.72,Number,1,Number,0,Number,1,Number,106648.58,Number,0,Number
4529,Number,15624995,Number,McCane,String,714,Number,Spain,String,Female,String,31,Number,6,Number,152926.6,Number,1,Number,1,Number,1,Number,50899.91,Number,0,Number
4530,Number,15570087,Number,Parry-Okeden,String,664,Number,France,String,Female,String,44,Number,8,Number,142989.69,Number,1,Number,1,Number,1,Number,115452.51,Number,1,Number
4531,Number,15802617,Number,Hudson,String,697,Number,Germany,String,Male,String,43,Number,7,Number,115371.94,Number,2,Number,1,Number,0,Number,64139.1,Number,0,Number
4532,Number,15656029,Number,Marsden,String,609,Number,France,String,Male,String,37,Number,6,Number,0,Number,2,Number,0,Number,1,Number,22030.72,Number,0,Number
4533,Number,15739194,Number,Manfrin,String,548,Number,Spain,String,Male,String,38,Number,0,Number,178056.54,Number,2,Number,1,Number,0,Number,38434.73,Number,0,Number
4534,Number,15607275,Number,Ch'ang,String,850,Number,Spain,String,Male,String,39,Number,6,Number,206014.94,Number,2,Number,0,Number,1,Number,42774.84,Number,1,Number
4535,Number,15629475,Number,Clark,String,656,Number,France,String,Male,String,41,Number,2,Number,0,Number,2,Number,1,Number,0,Number,158973.77,Number,0,Number
4536,Number,15635034,Number,Aldrich,String,727,Number,Germany,String,Male,String,37,Number,9,Number,101191.83,Number,1,Number,1,Number,1,Number,34551.35,Number,1,Number
4537,Number,15756333,Number,Khan,String,642,Number,France,String,Female,String,55,Number,7,Number,0,Number,2,Number,1,Number,1,Number,101515.76,Number,0,Number
4538,Number,15777436,Number,Murray,String,710,Number,Spain,String,Female,String,31,Number,5,Number,0,Number,2,Number,1,Number,0,Number,9561.73,Number,0,Number
4539,Number,15676835,Number,Anayolisa,String,710,Number,Spain,String,Male,String,33,Number,1,Number,0,Number,2,Number,1,Number,0,Number,168313.17,Number,0,Number
4540,Number,15574206,Number,Shillito,String,718,Number,France,String,Female,String,37,Number,7,Number,0,Number,2,Number,1,Number,1,Number,55100.09,Number,0,Number
4541,Number,15613017,Number,McMillan,String,586,Number,Germany,String,Male,String,32,Number,1,Number,149814.54,Number,1,Number,1,Number,0,Number,31830.06,Number,0,Number
4542,Number,15815131,Number,Howells,String,617,Number,Spain,String,Female,String,36,Number,7,Number,115617.24,Number,1,Number,1,Number,1,Number,71519.4,Number,0,Number
4543,Number,15585455,Number,Stewart,String,630,Number,France,String,Male,String,28,Number,9,Number,0,Number,2,Number,0,Number,0,Number,32599.35,Number,0,Number
4544,Number,15692929,Number,Ikechukwu,String,791,Number,Germany,String,Female,String,42,Number,10,Number,113657.41,Number,2,Number,0,Number,1,Number,139946.68,Number,1,Number
4545,Number,15758081,Number,Repina,String,673,Number,Spain,String,Male,String,39,Number,8,Number,138160,Number,1,Number,1,Number,1,Number,110468.51,Number,0,Number
4546,Number,15667476,Number,Cox,String,477,Number,Germany,String,Female,String,36,Number,3,Number,117700.86,Number,1,Number,0,Number,0,Number,74042,Number,0,Number
4547,Number,15738248,Number,Lo,String,662,Number,France,String,Female,String,37,Number,5,Number,0,Number,2,Number,1,Number,0,Number,151871.84,Number,0,Number
4548,Number,15672152,Number,Grant,String,850,Number,Germany,String,Male,String,37,Number,9,Number,122506.38,Number,1,Number,0,Number,1,Number,199693.84,Number,1,Number
4549,Number,15673372,Number,Stevenson,String,635,Number,France,String,Female,String,58,Number,1,Number,0,Number,1,Number,1,Number,1,Number,58907.08,Number,1,Number
4550,Number,15587611,Number,Kauffmann,String,537,Number,France,String,Male,String,59,Number,9,Number,0,Number,2,Number,0,Number,0,Number,103799.77,Number,1,Number
4551,Number,15803415,Number,Samsonova,String,579,Number,France,String,Female,String,39,Number,3,Number,166501.17,Number,2,Number,1,Number,0,Number,93835.64,Number,0,Number
4552,Number,15715673,Number,Niu,String,651,Number,Spain,String,Female,String,46,Number,4,Number,89743.05,Number,1,Number,1,Number,0,Number,156425.57,Number,1,Number
4553,Number,15655648,Number,Bock,String,610,Number,France,String,Female,String,25,Number,2,Number,0,Number,2,Number,1,Number,0,Number,123723.83,Number,0,Number
4554,Number,15763613,Number,Barlow,String,581,Number,France,String,Male,String,30,Number,1,Number,0,Number,2,Number,1,Number,0,Number,199464.08,Number,0,Number
4555,Number,15660385,Number,Stevenson,String,592,Number,France,String,Male,String,39,Number,7,Number,0,Number,2,Number,1,Number,0,Number,83084.33,Number,0,Number
4556,Number,15733261,Number,Kung,String,688,Number,Spain,String,Female,String,35,Number,6,Number,0,Number,1,Number,1,Number,0,Number,25488.43,Number,1,Number
4557,Number,15796231,Number,Nwankwo,String,681,Number,France,String,Female,String,18,Number,1,Number,98894.39,Number,1,Number,1,Number,1,Number,9596.4,Number,0,Number
4558,Number,15624866,Number,Brewer,String,658,Number,Germany,String,Male,String,37,Number,3,Number,168735.74,Number,2,Number,0,Number,0,Number,70370.24,Number,0,Number
4559,Number,15623730,Number,Ch'iu,String,792,Number,France,String,Male,String,34,Number,1,Number,0,Number,1,Number,0,Number,1,Number,86330.32,Number,0,Number
4560,Number,15668248,Number,Quinn,String,528,Number,Germany,String,Female,String,62,Number,7,Number,133201.17,Number,1,Number,0,Number,0,Number,168507.68,Number,1,Number
4561,Number,15694518,Number,Kodilinyechukwu,String,624,Number,Spain,String,Female,String,36,Number,0,Number,0,Number,2,Number,1,Number,0,Number,111605.9,Number,0,Number
4562,Number,15638028,Number,Ifeanyichukwu,String,562,Number,Germany,String,Male,String,31,Number,4,Number,127237.25,Number,2,Number,0,Number,1,Number,143317.42,Number,0,Number
4563,Number,15795895,Number,Yermakova,String,678,Number,Germany,String,Male,String,36,Number,1,Number,117864.85,Number,2,Number,1,Number,0,Number,27619.06,Number,0,Number
4564,Number,15694376,Number,Sullivan,String,705,Number,Germany,String,Female,String,64,Number,3,Number,153469.26,Number,3,Number,0,Number,0,Number,146573.66,Number,1,Number
4565,Number,15669204,Number,Grant,String,650,Number,Germany,String,Male,String,23,Number,4,Number,93911.3,Number,2,Number,1,Number,0,Number,69055.45,Number,0,Number
4566,Number,15773779,Number,Jacka,String,593,Number,Spain,String,Female,String,46,Number,2,Number,76597.79,Number,1,Number,1,Number,1,Number,54453.72,Number,0,Number
4567,Number,15580682,Number,Tsai,String,652,Number,France,String,Female,String,40,Number,4,Number,79927.36,Number,2,Number,1,Number,1,Number,33524.6,Number,0,Number
4568,Number,15768530,Number,Emery,String,554,Number,Spain,String,Female,String,27,Number,4,Number,0,Number,2,Number,1,Number,1,Number,135083.73,Number,0,Number
4569,Number,15672875,Number,Piccio,String,584,Number,Germany,String,Male,String,32,Number,8,Number,40172.91,Number,1,Number,1,Number,1,Number,137439.34,Number,0,Number
4570,Number,15617082,Number,Sanders,String,516,Number,France,String,Male,String,33,Number,7,Number,115195.58,Number,1,Number,1,Number,1,Number,11205.5,Number,0,Number
4571,Number,15760514,Number,Sharp,String,789,Number,Germany,String,Female,String,43,Number,9,Number,116644.29,Number,2,Number,1,Number,1,Number,60176.1,Number,0,Number
4572,Number,15761775,Number,Myers,String,598,Number,Germany,String,Male,String,20,Number,8,Number,180293.84,Number,2,Number,1,Number,1,Number,29552.7,Number,0,Number
4573,Number,15799964,Number,Campbell,String,669,Number,Germany,String,Female,String,30,Number,7,Number,139872.81,Number,1,Number,1,Number,0,Number,188795.85,Number,0,Number
4574,Number,15693906,Number,Abbott,String,645,Number,France,String,Female,String,24,Number,3,Number,34547.82,Number,1,Number,1,Number,1,Number,11638.17,Number,0,Number
4575,Number,15739514,Number,Preston,String,659,Number,France,String,Female,String,32,Number,9,Number,0,Number,2,Number,1,Number,1,Number,93155.75,Number,0,Number
4576,Number,15756926,Number,Atherton,String,833,Number,Germany,String,Male,String,29,Number,1,Number,96462.25,Number,2,Number,0,Number,1,Number,48986.18,Number,0,Number
4577,Number,15770984,Number,Fanucci,String,697,Number,Spain,String,Female,String,40,Number,7,Number,130334.35,Number,2,Number,0,Number,1,Number,116951.1,Number,0,Number
4578,Number,15703979,Number,Evans,String,580,Number,Germany,String,Male,String,39,Number,3,Number,119688.81,Number,1,Number,1,Number,0,Number,137041.26,Number,0,Number
4579,Number,15801821,Number,Cookson,String,691,Number,France,String,Male,String,38,Number,1,Number,0,Number,2,Number,0,Number,0,Number,44653.5,Number,0,Number
4580,Number,15711028,Number,Nnachetam,String,534,Number,France,String,Male,String,52,Number,1,Number,0,Number,3,Number,1,Number,1,Number,104035.41,Number,1,Number
4581,Number,15791842,Number,Johnstone,String,478,Number,France,String,Female,String,32,Number,6,Number,71187.24,Number,1,Number,1,Number,1,Number,110593.62,Number,0,Number
4582,Number,15746127,Number,Hort,String,572,Number,France,String,Female,String,47,Number,2,Number,0,Number,2,Number,1,Number,0,Number,36099.7,Number,0,Number
4583,Number,15663625,Number,Johnson,String,501,Number,France,String,Male,String,37,Number,4,Number,0,Number,2,Number,0,Number,0,Number,12470.3,Number,0,Number
4584,Number,15604891,Number,Zaytseva,String,624,Number,Spain,String,Female,String,38,Number,8,Number,0,Number,2,Number,1,Number,0,Number,95403.41,Number,0,Number
4585,Number,15589666,Number,Sorokina,String,595,Number,France,String,Female,String,39,Number,9,Number,136422.41,Number,1,Number,1,Number,1,Number,151757.81,Number,0,Number
4586,Number,15627881,Number,Diehl,String,603,Number,France,String,Male,String,30,Number,8,Number,0,Number,2,Number,1,Number,1,Number,47536.46,Number,0,Number
4587,Number,15664895,Number,Onuchukwu,String,602,Number,France,String,Female,String,25,Number,0,Number,0,Number,2,Number,1,Number,1,Number,101274.17,Number,0,Number
4588,Number,15676094,Number,Osonduagwuike,String,500,Number,France,String,Female,String,34,Number,6,Number,0,Number,1,Number,1,Number,1,Number,140268.45,Number,0,Number
4589,Number,15761720,Number,Mead,String,422,Number,France,String,Male,String,41,Number,6,Number,153238.88,Number,1,Number,1,Number,0,Number,11663.09,Number,0,Number
4590,Number,15611961,Number,Stewart,String,615,Number,France,String,Male,String,35,Number,7,Number,0,Number,2,Number,1,Number,0,Number,150784.29,Number,0,Number
4591,Number,15680167,Number,Thomson,String,635,Number,France,String,Female,String,78,Number,6,Number,47536.4,Number,1,Number,1,Number,1,Number,119400.08,Number,0,Number
4592,Number,15762543,Number,Goliwe,String,711,Number,France,String,Female,String,32,Number,1,Number,0,Number,2,Number,1,Number,0,Number,126188.42,Number,0,Number
4593,Number,15658475,Number,Lori,String,834,Number,France,String,Male,String,36,Number,8,Number,142882.49,Number,1,Number,1,Number,0,Number,89983.02,Number,1,Number
4594,Number,15779743,Number,Onwuamaeze,String,633,Number,France,String,Female,String,44,Number,7,Number,0,Number,2,Number,1,Number,0,Number,29761.29,Number,0,Number
4595,Number,15661532,Number,Butusov,String,650,Number,France,String,Female,String,31,Number,1,Number,160566.11,Number,2,Number,0,Number,0,Number,27073.81,Number,0,Number
4596,Number,15782360,Number,Rogers,String,743,Number,Germany,String,Male,String,65,Number,2,Number,131935.51,Number,1,Number,1,Number,1,Number,96399.67,Number,1,Number
4597,Number,15767908,Number,Nicholson,String,567,Number,France,String,Male,String,38,Number,6,Number,127678.8,Number,2,Number,0,Number,0,Number,45422.89,Number,0,Number
4598,Number,15677105,Number,Rossi,String,706,Number,Germany,String,Female,String,46,Number,4,Number,105214.58,Number,1,Number,1,Number,0,Number,108699.59,Number,1,Number
4599,Number,15641474,Number,Hall,String,638,Number,France,String,Male,String,46,Number,9,Number,139859.54,Number,1,Number,1,Number,0,Number,38967.29,Number,0,Number
4600,Number,15624451,Number,Huddart,String,641,Number,France,String,Female,String,38,Number,3,Number,0,Number,2,Number,1,Number,0,Number,116466.19,Number,0,Number
4601,Number,15577985,Number,Chinomso,String,574,Number,France,String,Female,String,34,Number,5,Number,112324.45,Number,2,Number,1,Number,1,Number,17993.43,Number,0,Number
4602,Number,15571666,Number,Shaw,String,642,Number,Germany,String,Male,String,30,Number,8,Number,134497.27,Number,1,Number,0,Number,0,Number,43250.54,Number,0,Number
4603,Number,15783691,Number,Hargreaves,String,722,Number,Spain,String,Female,String,35,Number,1,Number,120171.58,Number,1,Number,1,Number,0,Number,125240.8,Number,0,Number
4604,Number,15671172,Number,Swain,String,623,Number,France,String,Male,String,23,Number,1,Number,106012.2,Number,2,Number,0,Number,1,Number,191415.94,Number,0,Number
4605,Number,15731760,Number,Butcher,String,681,Number,France,String,Male,String,25,Number,5,Number,0,Number,1,Number,0,Number,1,Number,90860.97,Number,0,Number
4606,Number,15585599,Number,Stone,String,530,Number,France,String,Female,String,34,Number,8,Number,0,Number,2,Number,0,Number,1,Number,141872.52,Number,0,Number
4607,Number,15784958,Number,Allan,String,797,Number,France,String,Female,String,55,Number,10,Number,0,Number,4,Number,1,Number,1,Number,49418.87,Number,1,Number
4608,Number,15734524,Number,Wang,String,653,Number,France,String,Male,String,51,Number,3,Number,0,Number,1,Number,1,Number,0,Number,170426.65,Number,1,Number
4609,Number,15614103,Number,Colombo,String,850,Number,Germany,String,Male,String,42,Number,8,Number,119839.69,Number,1,Number,0,Number,1,Number,51016.02,Number,1,Number
4610,Number,15794895,Number,McKay,String,581,Number,Spain,String,Male,String,34,Number,1,Number,0,Number,2,Number,0,Number,1,Number,81175.25,Number,0,Number
4611,Number,15772381,Number,Brient,String,589,Number,Germany,String,Male,String,38,Number,8,Number,92219.21,Number,1,Number,1,Number,0,Number,99106.97,Number,0,Number
4612,Number,15710553,Number,Yin,String,555,Number,Germany,String,Male,String,48,Number,3,Number,142055.41,Number,2,Number,0,Number,1,Number,79134.78,Number,0,Number
4613,Number,15649292,Number,Bellucci,String,748,Number,France,String,Female,String,49,Number,7,Number,29602.08,Number,1,Number,0,Number,0,Number,163550.58,Number,1,Number
4614,Number,15792565,Number,Duncan,String,745,Number,France,String,Female,String,46,Number,7,Number,0,Number,2,Number,1,Number,1,Number,67769.94,Number,0,Number
4615,Number,15718245,Number,Pirozzi,String,730,Number,France,String,Male,String,34,Number,1,Number,0,Number,2,Number,1,Number,1,Number,126592.01,Number,0,Number
4616,Number,15703117,Number,Findlay,String,565,Number,France,String,Female,String,44,Number,1,Number,0,Number,2,Number,0,Number,1,Number,89602.81,Number,0,Number
4617,Number,15758136,Number,King,String,778,Number,France,String,Male,String,37,Number,3,Number,141803.77,Number,1,Number,0,Number,1,Number,179421.84,Number,0,Number
4618,Number,15799932,Number,Iweobiegbunam,String,812,Number,France,String,Male,String,24,Number,10,Number,0,Number,2,Number,1,Number,1,Number,156906.15,Number,0,Number
4619,Number,15633516,Number,Tucker,String,526,Number,France,String,Male,String,42,Number,1,Number,0,Number,1,Number,0,Number,1,Number,168486.02,Number,0,Number
4620,Number,15622532,Number,Izmailova,String,708,Number,France,String,Female,String,47,Number,0,Number,126589.12,Number,2,Number,0,Number,1,Number,132730.07,Number,1,Number
4621,Number,15798960,Number,Meng,String,680,Number,France,String,Male,String,33,Number,2,Number,108393.35,Number,1,Number,0,Number,1,Number,39057.67,Number,0,Number
4622,Number,15698664,Number,Liang,String,567,Number,Spain,String,Male,String,43,Number,2,Number,115643.58,Number,2,Number,0,Number,0,Number,174606.35,Number,0,Number
4623,Number,15703614,Number,Hutchinson,String,564,Number,Spain,String,Male,String,48,Number,5,Number,132876.23,Number,1,Number,1,Number,0,Number,79259.77,Number,0,Number
4624,Number,15699195,Number,Shen,String,709,Number,France,String,Female,String,24,Number,3,Number,110949.41,Number,1,Number,1,Number,1,Number,168515.61,Number,0,Number
4625,Number,15710543,Number,Okwuoma,String,629,Number,France,String,Male,String,46,Number,1,Number,130666.2,Number,1,Number,1,Number,1,Number,161125.67,Number,1,Number
4626,Number,15695499,Number,Chinwemma,String,510,Number,France,String,Female,String,45,Number,10,Number,103821.47,Number,2,Number,0,Number,1,Number,77878.62,Number,0,Number
